policy,seed count,impressed,min_non_zero_prob,min_prob,avg_prob,zero_prob_count,consistency,corr,consistency2,consistency3,corr2,corr3,corr4,partition1_sp,partition2_sp,partition_diff,partition1_sp_min,partition2_sp_min,partition_min_diff,partition1_prox,partition2_prox,partition_prox_diff,partition1_prox_min,partition2_prox_min,partition_prox_min_diff,num_nodes_closer_to_T,saved_fraction,avg_sp_at_distance,avg_prox_at_distance,avg_vul_at_distance,std_dev_sp_at_distance,improved_sp_at_distance,avg_proximity_of_T,gini_coef,gini_coeff_list
naive_protect,15,23494.06,0.010000000000000009,0.0,0.6565848596027071,1100,0.7254114702942194,-0.50872962225973,0.7170214927434392,0.15124335794053245,0.3010929729226399,0.671513803144052,-0.1986857188790196,0.6584327943627378,0.6549289515233027,-0.0035038428394351673,0.0,0.0,0.0,2.8230461097628723,2.8239284252382904,0.0008823154754180607,0.0,0.0,0.0,4451.0,0.5415591009476711,"[0.8126291543270813, 0.7167812897451599, 0.6284907352062163, 0.576617441318203, 0.7587400793650793]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8126291543270813, 0.7167812897451599, 0.6284907352062163, 0.576617441318203, 0.7587400793650793]","[0.1349230985884807, 0.20062328869701299, 0.26633193426033497, 0.3074362820910182, 0.20198739721017184]","[0.7742481079302401, 0.5763733572000564, 0.3531168227402537, 0.18246696720037306, 0.16062499999999996]",1.0666666666666667,0.2167304587147729,"[0.09352956228445976, 0.15248265509315567, 0.23693999436389834, 0.3017743062011936, 0.143144757085638]"
degree,20,13165.53,0.010000000000000009,0.0,0.8075580664493591,1,0.8124616857645606,-0.3743244888437187,0.8146326061045599,0.16521634519547335,0.32315896337462063,0.7114717458100185,-0.12165774106036066,0.8076334025320898,0.8077188468510614,8.544431897161697e-05,0.010000000000000009,0.0,-0.010000000000000009,2.52676822315137,2.5233319688907083,-0.003436254260661631,0.0,0.0,0.0,10640.0,0.743100281105079,"[0.887402185965468, 0.8162349155269509, 0.7803929014259144, 0.7953628609905731, 0.8443302540415705]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.887402185965468, 0.8162349155269509, 0.7803929014259144, 0.7953628609905731, 0.8443302540415705]","[0.11294847132937615, 0.16676821718548276, 0.1992447394819611, 0.1703524592027993, 0.11170245420929158]","[0.8478314588943451, 0.6512308930008045, 0.4593126162430254, 0.3056920544665569, 0.21594688221709005]",1.0,0.11609831152588308,"[0.06816973050355829, 0.10774081689894223, 0.13565629002388077, 0.11631674331942675, 0.07342001919298441]"
pagerank,20,23464.38,0.010000000000000009,0.0,0.6570186952772135,1364,0.7146748629636321,-0.5201873356879358,0.7084007639754135,0.08574437517559141,0.42430876833308484,0.41212204450996925,-0.3080790996476277,0.6590041226864711,0.6552254254137185,-0.003778697272752596,0.0,0.0,0.0,2.649454694307184,2.6555172212151334,0.006062526907949284,0.0,0.0,0.0,12647.0,0.5421382484378824,"[0.8663291139240507, 0.705915424610052, 0.6271742201057348, 0.5309532102635551, 0.47255705635770845]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8663291139240507, 0.705915424610052, 0.6271742201057348, 0.5309532102635551, 0.47255705635770845]","[0.15966941492900832, 0.2255701863386524, 0.25834294392041285, 0.3267770188262063, 0.3303809756670597]","[0.6749822784810127, 0.5210648180242635, 0.3444816174986884, 0.16359456635318703, 0.05630181648812296]",1.65,0.22586522984850388,"[0.0957308643254005, 0.17958043400991888, 0.22994539818802018, 0.35108024210036703, 0.4007594424662425]"
cmia-o,20,15906.97,0.010000000000000009,0.0,0.767486150293073,13,0.7920273969377085,-0.43996802919460154,0.7899717240867591,0.1826068764613037,0.29694727037829044,0.7353828729830783,-0.11529562669415155,0.7677810590333616,0.7674156482077071,-0.00036541082565444416,0.0,0.0,0.0,2.6134031168679277,2.611192327934039,-0.0022107889338887077,0.0,0.0,0.0,7137.0,0.6896064099607124,"[0.8667212787212788, 0.7833707307765694, 0.7351613915225877, 0.7594863060362447, 0.8337279843444226]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8667212787212788, 0.7833707307765694, 0.7351613915225877, 0.7594863060362447, 0.8337279843444226]","[0.1179157119371358, 0.17820814794372333, 0.2185794792117395, 0.19037135823564447, 0.12313142064933322]","[0.8302577422577422, 0.623958404884564, 0.43591954824316786, 0.2862842349093882, 0.19496086105675145]",1.0,0.13757726797596803,"[0.0745479963449783, 0.12212193213232293, 0.16159784140121566, 0.13810166697828194, 0.08236360825623304]"
biog,20,23365.38,0.010000000000000009,0.0,0.6584657886658968,1514,0.7041114347932215,-0.4891542248285326,0.6966538841539015,0.07343438055120743,0.28143598446253454,0.6352097933703439,-0.26999941419932166,0.6606900383029736,0.6564341266592596,-0.004255911643713972,0.0,0.0,0.0,2.883716850384492,2.8876673878720545,0.003950537487562578,0.0,0.0,0.0,4471.0,0.5440700409422933,"[0.8748429399207076, 0.7356794845983491, 0.6292910658985715, 0.5732843589958861, 0.5437236084452975]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8748429399207076, 0.7356794845983491, 0.6292910658985715, 0.5732843589958861, 0.5437236084452975]","[0.12549128112714583, 0.2195369973444935, 0.26748443077750783, 0.3211869980612908, 0.32375449475172374]","[0.8380512351326624, 0.5884356754580229, 0.3612616962472112, 0.19377466207707164, 0.08241202815099169]",1.0,0.2312048757144311,"[0.07673590546932145, 0.16333472172344407, 0.23999582620673696, 0.3160703144313434, 0.3376592765284518]"
fair-cmia-o,20,26070.63,0.010000000000000009,0.0,0.6189228655372516,306,0.7206108773386484,-0.5236975996871919,0.7124590320964461,0.14253914512279642,0.415737072345578,0.6470744685192827,-0.0761531618376804,0.6211929475746324,0.6168338108882522,-0.004359136686380216,0.0,0.0,0.0,2.7747726674658635,2.7751301093503304,0.000357441884466958,0.0,0.0,0.0,6737.0,0.49128234728009473,"[0.8467523923444976, 0.6265476086386291, 0.5768694377195076, 0.6251492666091458, 0.7940235081374322]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8467523923444976, 0.6265476086386291, 0.5768694377195076, 0.6251492666091458, 0.7940235081374322]","[0.16995067798870983, 0.24938729365631473, 0.2537078320280243, 0.26816097759069213, 0.19086316588364757]","[0.7468660287081341, 0.5007615633470316, 0.31025812391311763, 0.16851941328731665, 0.13414104882459313]",1.5,0.23616692496040728,"[0.10604862831333944, 0.22730357243898, 0.2493209350354224, 0.24025984212665297, 0.12316602739561303]"
myopic_maximin,20,32230.02,0.010000000000000009,0.0,0.5288904155642933,19,0.7453743681941771,-0.6852589467083182,0.7187638846619622,0.19685791899003136,0.40859515940352736,0.7418398218530908,0.1050784666569622,0.5281670126604485,0.5297684345944682,0.0016014219340196867,0.0,0.0,0.0,2.985205110961668,2.9762586983217356,-0.008946412639932344,0.0,0.0,0.0,2417.0,0.37109382774733096,"[0.7901605024424284, 0.5019510194516053, 0.4938098583304063, 0.5928276820885148, 0.6857236842105263]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.7901605024424284, 0.5019510194516053, 0.4938098583304063, 0.5928276820885148, 0.6857236842105263]","[0.16815584247446191, 0.2474176485148012, 0.23795516092862176, 0.24380159922605324, 0.2285773801057841]","[0.7781437543614793, 0.4050767518162644, 0.2567020840650978, 0.14719703406194484, 0.10907894736842105]",1.85,0.27030280339969637,"[0.1194149782763428, 0.2830540432087654, 0.27742914711249844, 0.23568231123359332, 0.1865809394116754]"
protect,20,17892.76,0.10999999999999999,0.10999999999999999,0.7384596494818236,0,0.8140716978839039,-0.5316491601182323,0.8085676230630376,0.23405319333090957,0.4081360273541821,0.7052351901276146,0.021294265571882305,0.7387485746030819,0.7383866440559033,-0.0003619305471785905,0.10999999999999999,0.12,0.010000000000000009,2.576123505160668,2.573943044266417,-0.0021804608942508352,0.0,0.0,0.0,7864.0,0.6508575792805694,"[0.8168813789975051, 0.7188826995179431, 0.7364676089113994, 0.7721295013850416, 0.801104783599089]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8168813789975051, 0.7188826995179431, 0.7364676089113994, 0.7721295013850416, 0.801104783599089]","[0.15081800014549798, 0.1724489413546022, 0.17545671327086326, 0.17214690825465043, 0.1561452960709667]","[0.7496779315037423, 0.5742360292804857, 0.4193600492796276, 0.26653739612188365, 0.16804100227790436]",1.7,0.13222531695422388,"[0.10321531750549018, 0.13542813129454476, 0.13223843853478998, 0.12518981425172182, 0.10502352763589208]"
naive_protect,20,19701.7,0.010000000000000009,0.0,0.7120181836785405,36,0.7692311127637531,-0.5018992081842953,0.7628667695335326,0.19345035776238884,0.3183975692540444,0.7130209618725174,-0.08711543686080235,0.7133975614748108,0.710847026489679,-0.0025505349851318027,0.0,0.0,0.0,2.682143796965001,2.6828548038126425,0.000711006847641471,0.0,0.0,0.0,6152.0,0.6155596324833056,"[0.8278428863868986, 0.7320759699370303, 0.6734526719069952, 0.7279260129183793, 0.7879745493107104]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8278428863868986, 0.7320759699370303, 0.6734526719069952, 0.7279260129183793, 0.7879745493107104]","[0.132448900492294, 0.1968446109258446, 0.2370807341648596, 0.21014514833592898, 0.16359440634399766]","[0.776100307062436, 0.5893682713792403, 0.3804277032829117, 0.2674785672342925, 0.1921208907741251]",1.1,0.16773175823150227,"[0.089363228394157, 0.1460455942139011, 0.1961572248240965, 0.15977968056382116, 0.11537236509519441]"
degree,25,11910.13,0.010000000000000009,0.010000000000000009,0.82590837998626,0,0.8196245917815698,-0.34297657544369026,0.8230905092204763,0.18626079785654226,0.325628188593131,0.7044244281141052,-0.13089583898990265,0.8260580099997077,0.8260002339044501,-5.777609525758898e-05,0.010000000000000009,0.010000000000000009,0.0,2.466916172041753,2.464124904976317,-0.002791267065436198,0.0,0.0,0.0,12448.0,0.7675969711054575,"[0.9007561597281224, 0.8338649600433429, 0.797572690825581, 0.8144853084257638, 0.8556867469879519]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.9007561597281224, 0.8338649600433429, 0.797572690825581, 0.8144853084257638, 0.8556867469879519]","[0.10936220061908851, 0.16191940669945398, 0.19518809829915287, 0.1559977607230638, 0.10534143313625959]","[0.8616114415179836, 0.6608875118515508, 0.46456190883967147, 0.3091905039891029, 0.21315662650602404]",1.0,0.10841332681224564,"[0.06367417517601023, 0.10104049408400968, 0.12856051187696677, 0.10305143244613346, 0.06818806865546147]"
pagerank,25,20352.36,0.010000000000000009,0.0,0.7025074181807551,1319,0.7245379516800072,-0.4669566255729271,0.7220900819095496,0.08477834064328604,0.3737026245633771,0.41825322217424615,-0.36573327567720876,0.7042674190813133,0.7009528682533186,-0.0033145508279947,0.0,0.0,0.0,2.5793397853863924,2.5847318870241507,0.005392101637758273,0.0,0.0,0.0,13996.0,0.6028632677265379,"[0.8711821782178218, 0.7607121337526899, 0.6691422710372238, 0.532594131394443, 0.4484479271991911]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8711821782178218, 0.7607121337526899, 0.6691422710372238, 0.532594131394443, 0.4484479271991911]","[0.14373424486784844, 0.1971311022602236, 0.26437124065603024, 0.34318421437010344, 0.32521513073984465]","[0.7037663366336635, 0.5632193345472604, 0.3794999786315655, 0.17415086990392106, 0.042826086956521736]",1.56,0.20037147192868834,"[0.08730381182053701, 0.1418548992621434, 0.21552259417521152, 0.36686149251321193, 0.41634173443474437]"
cmia-o,25,13590.32,0.010000000000000009,0.0,0.8013488664435121,5,0.8051815969481482,-0.3836357800404174,0.8064182047154439,0.1786628106452084,0.30107651838212407,0.7305559988158752,-0.12404448793276016,0.8016464430864595,0.8012855973334891,-0.00036084575297035126,0.0,0.0,0.0,2.54629981579486,2.5440032746623005,-0.002296541132559504,0.0,0.0,0.0,9100.0,0.7348113302167081,"[0.8826004016064257, 0.813869075466945, 0.7735858158117612, 0.7828916232844297, 0.8367738693467337]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8826004016064257, 0.813869075466945, 0.7735858158117612, 0.7828916232844297, 0.8367738693467337]","[0.1100072939037261, 0.16872708269283757, 0.21412671258587584, 0.1851747346974707, 0.1205879404314149]","[0.8410609103078983, 0.648953467448807, 0.45734212173656885, 0.3067849818583373, 0.20041206030150752]",1.0,0.12165999951121748,"[0.0675555236062498, 0.10826679253099243, 0.14522867037129591, 0.1275221974939038, 0.08057660599083531]"
biog,25,22397.78,0.010000000000000009,0.0,0.6726092994021604,1239,0.7047234394853654,-0.4732410913188881,0.6988132535420115,0.0882063213191221,0.2757353065851106,0.6404544911635808,-0.26558528555746086,0.6747659425163006,0.6706493772294018,-0.0041165652868988545,0.0,0.0,0.0,2.837051548200345,2.842202210397053,0.005150662196708122,0.0,0.0,0.0,5312.0,0.5629508735409601,"[0.8901930501930503, 0.7507933123334141, 0.6321279786702216, 0.5811052631578948, 0.6132075471698113]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8901930501930503, 0.7507933123334141, 0.6321279786702216, 0.5811052631578948, 0.6132075471698113]","[0.1202393100826511, 0.21621661609978088, 0.2741060353202091, 0.3201910166842312, 0.2981891273442254]","[0.8442608935466078, 0.598448752120184, 0.3631571404765872, 0.196359649122807, 0.10577044025157234]",1.0,0.22467207169076206,"[0.07087695672853044, 0.1564491473828313, 0.2441137539799669, 0.310740284881815, 0.27055788380906304]"
fair-cmia-o,25,24961.25,0.010000000000000009,0.0,0.6351387894113693,306,0.7179048928384344,-0.4950905967439767,0.7128180986492153,0.1377707672056686,0.4186237218218879,0.6387927181458946,-0.09119932285096306,0.6374585538434548,0.6330047950412256,-0.004453758802229202,0.0,0.0,0.0,2.7472588520803485,2.7478802409215835,0.0006213888412349711,0.0,0.0,0.0,7509.0,0.5129297409017451,"[0.8499162946428571, 0.6439577369927597, 0.5956569610961586, 0.6316462548810791, 0.7915505397448479]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8499162946428571, 0.6439577369927597, 0.5956569610961586, 0.6316462548810791, 0.7915505397448479]","[0.16697543701048292, 0.2482817101789001, 0.2594137701080013, 0.2705990937523206, 0.1943069770288333]","[0.7548744419642857, 0.5167957568614244, 0.3220213918696913, 0.1703860489882854, 0.13911678115799803]",1.4,0.22996618273230993,"[0.10366017092406282, 0.21918078398805096, 0.24549613116132876, 0.23926070026757612, 0.12573973415092282]"
myopic_maximin,25,30926.59,0.010000000000000009,0.0,0.5479427886512797,6,0.7508204369248662,-0.6703794224012256,0.7269836512057872,0.1965422411372718,0.4150397961124159,0.7351941546801397,0.10760733830060115,0.5472532966872314,0.5487924682767089,0.0015391715894774727,0.0,0.0,0.0,2.9545042542615714,2.9454417870299983,-0.009062467231573113,0.0,0.0,0.0,2617.0,0.3965277298081828,"[0.78529262086514, 0.5161916722482696, 0.5173775428858247, 0.6147601535017588, 0.6967694944301627]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.78529262086514, 0.5161916722482696, 0.5173775428858247, 0.6147601535017588, 0.6967694944301627]","[0.16812460050257033, 0.24179184974779375, 0.23047752082780265, 0.23922574256350668, 0.21850865752615667]","[0.7735050890585242, 0.4203404777852199, 0.2724157784404617, 0.16328989446754075, 0.11527420736932303]",1.8,0.2535217226902882,"[0.12039280212018298, 0.2692025306212686, 0.25634884283938325, 0.22240233193646305, 0.17617311530040208]"
protect,25,15759.57,0.14,0.14,0.7696407115606683,0,0.8244091875019598,-0.4918708877678518,0.8219782915927958,0.2416707833609616,0.4255513720510867,0.6942616695575051,0.009816204294366249,0.7697315867957077,0.769774866966844,4.328017113630622e-05,0.14,0.16000000000000003,0.020000000000000018,2.507295108330166,2.5050581837319457,-0.0022369245982201136,0.0,0.0,0.0,9947.0,0.6924826343561687,"[0.8341513132105057, 0.7534576405908457, 0.7674853672004417, 0.8069335116545663, 0.794006791171477]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8341513132105057, 0.7534576405908457, 0.7674853672004417, 0.8069335116545663, 0.794006791171477]","[0.1448892000099998, 0.16521386862482573, 0.1635788684858468, 0.15201027335793393, 0.1593255307276768]","[0.7653959231673854, 0.6012141485063257, 0.4355008282716731, 0.2769831868551777, 0.20027164685908316]",1.6,0.11828541109128737,"[0.0962317425596813, 0.12311506463859867, 0.11707338195883571, 0.10441093013050867, 0.11064148050645761]"
naive_protect,25,16487.21,0.010000000000000009,0.0,0.7590047213248943,12,0.7860392153176172,-0.4509032632231543,0.7837694264358479,0.1992209567378751,0.3241904264615598,0.7045468107109125,-0.09016127107416781,0.7600491213707201,0.7581822700426877,-0.0018668513280324373,0.0,0.0,0.0,2.594251630069296,2.592392257762704,-0.0018593723065922774,0.0,0.0,0.0,8243.0,0.6782841545793045,"[0.8521271840715157, 0.7726920487695416, 0.724193559604952, 0.775043695380774, 0.8383942766295706]","[1.0, 2.0, 3.0, 4.0, 5.0]","[0.8521271840715157, 0.7726920487695416, 0.724193559604952, 0.775043695380774, 0.8383942766295706]","[0.12806901169270815, 0.18844361642552387, 0.2224390428570227, 0.1938345030434841, 0.14813132906602786]","[0.8004916700528241, 0.6191831849801781, 0.41620600918069267, 0.2927840199750312, 0.2374403815580286]",1.08,0.14370242402481206,"[0.08276120258054025, 0.13047328473283715, 0.16718842853375776, 0.13483450247481393, 0.08990303528923377]"
